name,instance,run_id,test_incremental_only/macro_types/recall,epoch,threshold_pretraining,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example/precision,test/macro_types/f1,test_pretraining/micro/f1,test/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test_pretraining/macro_types/f1,test/micro/f1,test/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/micro/f1,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/f1,test/micro/precision,test_incremental_visual_art/macro_types/precision,test/micro/recall,test_incremental/macro_example/precision,test_incremental_visual_art/macro_types/f1,test_incremental/macro_example_exclusive/precision,test/macro_example/recall,test/macro_example/precision,test_incremental/micro/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_visual_art-color/macro_types/f1,test_incremental_visual_art-color/macro_types/recall,test_incremental_only/micro/precision,test_pretraining/macro_example/recall,test_incremental_visual_art/macro_types/recall,test_incremental_visual_art-color/macro_types/precision
no_init_box_kenn_horizontal_adapter_bert_ms,2,ahfzv1i4,0.8666666746139526,165,0.25,0.9052987694740297,0.8172273635864258,0.009046625345945358,0.852834939956665,0.8927181959152222,0.8916868567466736,0.8666666746139526,0.46,0.852834939956665,0.8927181959152222,0.9156389236450196,0.9122806787490844,0.9629629850387572,0.7833333611488342,0.8172273635864258,0.7833333611488342,0.8804824352264404,0.9587541818618774,0.009046625345945358,0.8666666746139526,0.8623853921890259,0.9156389236450196,0.8666666746139526,0.8622116446495056,0.008743462152779102,0.9122806787490844,0.008176757022738457,0.8916868567466736,0.9248666763305664,0.009046625345945358,0.8376237750053406,0.9052987694740297,0.9545454382896424,0.8804824352264404,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9065935611724854,0.9248666763305664,0.9591836929321288,0.7833333015441895,0.8666666746139526,0.9122806787490844,0.8666666746139526,0.9629629850387572,0.9065935611724854,0.699999988079071,0.9629629850387572
no_init_box_kenn_horizontal_adapter_bert_ms,1,iuce4mbz,0.8999999761581421,28,0.25,0.9055242538452148,0.8178940415382385,0.009394572116434574,0.8535367846488953,0.8929405212402344,0.8924275636672974,0.9000000357627869,0.08,0.8535367846488953,0.8929405212402344,0.91572767496109,0.9473683834075928,1.0,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9772727489471436,0.009394572116434574,0.9000000357627869,0.8807339668273926,0.91572767496109,0.8999999761581421,0.8797953724861145,0.008841950446367264,0.9473683834075928,0.008350730873644352,0.8924275636672974,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9055242538452148,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.9795918464660645,0.7999999523162842,0.9000000357627869,0.9473683834075928,0.8999999761581421,1.0,0.9067675471305848,0.699999988079071,1.0
no_init_box_kenn_horizontal_adapter_bert_ms,0,sy9ddv5n,0.9333333373069764,37,0.25,0.9051374197006226,0.8185607194900513,0.00974251888692379,0.8532888293266296,0.8928651213645935,0.8910942673683167,0.9333333373069764,0.02,0.8532888293266296,0.8928651213645935,0.9158164262771606,0.9333333373069764,0.9333333373069764,0.8166667222976685,0.8185607194900513,0.8166666626930237,0.8809210658073425,0.9439393877983092,0.00974251888692379,0.9333333373069764,0.875,0.9158164262771606,0.9333333373069764,0.8757028579711914,0.009093018248677254,0.9333333373069764,0.008524704724550247,0.8910942673683167,0.9248666763305664,0.00974251888692379,0.8711112141609192,0.9051374197006226,0.9545454382896424,0.8809210658073425,0.00974251888692379,0.807692289352417,0.9333333373069764,0.906941533088684,0.9248666763305664,0.942307710647583,0.8166666626930237,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.906941533088684,0.699999988079071,0.9333333373069764
no_init_box_kenn_hybrid_adapter_bert_ms,2,sw6ol4am,0.8999999761581421,47,0.25,0.9049121141433716,0.8178940415382385,0.009394572116434574,0.8526210188865662,0.8926428556442261,0.8904275894165039,0.9000000357627869,0.03,0.8526210188865662,0.8926428556442261,0.9155570864677428,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9272726774215698,0.009394572116434574,0.9000000357627869,0.8571428656578064,0.9155570864677428,0.8999999761581421,0.8589472770690918,0.008841950446367264,0.8999999761581421,0.008350730873644352,0.8904275894165039,0.9245187044143676,0.009394572116434574,0.8470588326454163,0.9049121141433716,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9245187044143676,0.9230769276618958,0.7999999523162842,0.9000000357627869,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.9067675471305848,0.699999988079071,0.8999999761581421
no_init_box_kenn_top_down_adapter_bert_ms,2,dp51smv1,0.8999999761581421,58,0.25,0.905116081237793,0.8178940415382385,0.009394572116434574,0.8529054522514343,0.8927420377731323,0.8910483121871948,0.9000000357627869,0.27,0.8529054522514343,0.8927420377731323,0.9156423211097716,0.915254294872284,0.931034505367279,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9427899718284608,0.009394572116434574,0.9000000357627869,0.8648648858070374,0.9156423211097716,0.8999999761581421,0.865545392036438,0.008841950446367264,0.915254294872284,0.008350730873644352,0.8910483121871948,0.9246926307678224,0.009394572116434574,0.8470588326454163,0.905116081237793,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9246926307678224,0.9411764740943908,0.7999999523162842,0.9000000357627869,0.915254294872284,0.8999999761581421,0.931034505367279,0.9067675471305848,0.699999988079071,0.931034505367279
no_init_box_kenn_bottom_up_adapter_bert_ms,2,kkf50wyt,0.8999999761581421,43,0.25,0.9047082662582396,0.8178940415382385,0.009394572116434574,0.8523546457290649,0.8925436735153198,0.889846920967102,0.9000000357627869,0.03,0.8523546457290649,0.8925436735153198,0.9154717922210692,0.8852458596229553,0.8709677457809448,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9127565622329712,0.009394572116434574,0.9000000357627869,0.8495575785636902,0.9154717922210692,0.8999999761581421,0.8526666760444641,0.008841950446367264,0.8852458596229553,0.008350730873644352,0.889846920967102,0.9243447184562684,0.009394572116434574,0.8470588326454163,0.9047082662582396,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9243447184562684,0.9056603908538818,0.7999999523162842,0.9000000357627869,0.8852458596229553,0.8999999761581421,0.8709677457809448,0.9067675471305848,0.699999988079071,0.8709677457809448
no_init_box_kenn_hybrid_adapter_bert_ms,1,89gocq1v,0.8999999761581421,26,0.25,0.9055242538452148,0.8178940415382385,0.009394572116434574,0.8535367846488953,0.8929405212402344,0.8924275636672974,0.9000000357627869,0.04,0.8535367846488953,0.8929405212402344,0.91572767496109,0.9473683834075928,1.0,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9772727489471436,0.009394572116434574,0.9000000357627869,0.8807339668273926,0.91572767496109,0.8999999761581421,0.8797953724861145,0.008841950446367264,0.9473683834075928,0.008350730873644352,0.8924275636672974,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9055242538452148,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.9795918464660645,0.7999999523162842,0.9000000357627869,0.9473683834075928,0.8999999761581421,1.0,0.9067675471305848,0.699999988079071,1.0
no_init_box_kenn_top_down_adapter_bert_ms,1,twmypbmp,0.8999999761581421,56,0.25,0.9055242538452148,0.8178940415382385,0.009394572116434574,0.8535367846488953,0.8929405212402344,0.8924275636672974,0.9000000357627869,0.5,0.8535367846488953,0.8929405212402344,0.91572767496109,0.9473683834075928,1.0,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9772727489471436,0.009394572116434574,0.9000000357627869,0.8807339668273926,0.91572767496109,0.8999999761581421,0.8797953724861145,0.008841950446367264,0.9473683834075928,0.008350730873644352,0.8924275636672974,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9055242538452148,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.9795918464660645,0.7999999523162842,0.9000000357627869,0.9473683834075928,0.8999999761581421,1.0,0.9067675471305848,0.699999988079071,1.0
no_init_box_kenn_bottom_up_adapter_bert_ms,1,hrchgyjm,0.8999999761581421,51,0.25,0.9055242538452148,0.8178940415382385,0.009394572116434574,0.8535367846488953,0.8929405212402344,0.8924275636672974,0.9000000357627869,0.1,0.8535367846488953,0.8929405212402344,0.91572767496109,0.9473683834075928,1.0,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9772727489471436,0.009394572116434574,0.9000000357627869,0.8807339668273926,0.91572767496109,0.8999999761581421,0.8797953724861145,0.008841950446367264,0.9473683834075928,0.008350730873644352,0.8924275636672974,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9055242538452148,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.9795918464660645,0.7999999523162842,0.9000000357627869,0.9473683834075928,0.8999999761581421,1.0,0.9067675471305848,0.699999988079071,1.0
no_init_box_kenn_hybrid_adapter_bert_ms,0,c1u7cnre,0.9333333373069764,68,0.25,0.9051374197006226,0.8185607194900513,0.00974251888692379,0.8532888293266296,0.8928651213645935,0.8910942673683167,0.9333333373069764,0.05,0.8532888293266296,0.8928651213645935,0.9158164262771606,0.9333333373069764,0.9333333373069764,0.8166667222976685,0.8185607194900513,0.8166666626930237,0.8809210658073425,0.9439393877983092,0.00974251888692379,0.9333333373069764,0.875,0.9158164262771606,0.9333333373069764,0.8757028579711914,0.009093018248677254,0.9333333373069764,0.008524704724550247,0.8910942673683167,0.9248666763305664,0.00974251888692379,0.8711112141609192,0.9051374197006226,0.9545454382896424,0.8809210658073425,0.00974251888692379,0.807692289352417,0.9333333373069764,0.906941533088684,0.9248666763305664,0.942307710647583,0.8166666626930237,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.906941533088684,0.699999988079071,0.9333333373069764
no_init_box_kenn_top_down_adapter_bert_ms,0,dspfxv23,0.9666666388511658,166,0.25,0.9033273458480836,0.819227397441864,0.01009046658873558,0.8517342805862427,0.8920959234237671,0.886927604675293,0.9666666984558104,0.01,0.8517342805862427,0.8920959234237671,0.9152780175209044,0.8285714387893677,0.7250000238418579,0.8333333730697632,0.819227397441864,0.8333333134651184,0.8811403512954712,0.8397727012634277,0.01009046658873558,0.9666666984558104,0.819672167301178,0.9152780175209044,0.9666666388511658,0.8365406394004822,0.009343024343252182,0.8285714387893677,0.008698677644133568,0.886927604675293,0.9236488342285156,0.01009046658873558,0.8950617909431458,0.9033273458480836,0.9545454382896424,0.8811403512954712,0.01009046658873558,0.807692289352417,0.9666666984558104,0.907057523727417,0.9236488342285156,0.8064516186714172,0.8333333134651184,0.9666666984558104,0.8285714387893677,0.9666666388511658,0.7250000238418579,0.907057523727417,0.699999988079071,0.7250000238418579
no_init_box_kenn_bottom_up_adapter_bert_ms,0,tveoeho8,0.9333333373069764,121,0.25,0.9051374197006226,0.8185607194900513,0.00974251888692379,0.8532888293266296,0.8928651213645935,0.8910942673683167,0.9333333373069764,0.16,0.8532888293266296,0.8928651213645935,0.9158164262771606,0.9333333373069764,0.9333333373069764,0.8166667222976685,0.8185607194900513,0.8166666626930237,0.8809210658073425,0.9439393877983092,0.00974251888692379,0.9333333373069764,0.875,0.9158164262771606,0.9333333373069764,0.8757028579711914,0.009093018248677254,0.9333333373069764,0.008524704724550247,0.8910942673683167,0.9248666763305664,0.00974251888692379,0.8711112141609192,0.9051374197006226,0.9545454382896424,0.8809210658073425,0.00974251888692379,0.807692289352417,0.9333333373069764,0.906941533088684,0.9248666763305664,0.942307710647583,0.8166666626930237,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.906941533088684,0.699999988079071,0.9333333373069764
smart_init_box_adapter_bert_ms,2,mpa7xr6g,0.8999999761581421,45,0.25,0.9053201079368592,0.8178940415382385,0.009394572116434574,0.8532099723815918,0.8928412199020386,0.8917133212089539,0.9000000357627869,0.31,0.8532099723815918,0.8928412199020386,0.91572767496109,0.931034505367279,0.9642857313156128,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9594155550003052,0.009394572116434574,0.9000000357627869,0.8727272748947144,0.91572767496109,0.8999999761581421,0.8724856972694397,0.008841950446367264,0.931034505367279,0.008350730873644352,0.8917133212089539,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9053201079368592,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.959999978542328,0.7999999523162842,0.9000000357627869,0.931034505367279,0.8999999761581421,0.9642857313156128,0.9067675471305848,0.699999988079071,0.9642857313156128
smart_init_box_adapter_bert_ms,1,pxfbdo5n,0.8666666746139526,24,0.25,0.9055029153823853,0.8172273635864258,0.009046625345945358,0.8531736135482788,0.8928174376487732,0.8924275636672974,0.8666666746139526,0.51,0.8531736135482788,0.8928174376487732,0.9156389236450196,0.9285714626312256,1.0,0.7833333611488342,0.8172273635864258,0.7833333611488342,0.8804824352264404,0.9772727489471436,0.009046625345945358,0.8666666746139526,0.8703703880310059,0.9156389236450196,0.8666666746139526,0.8696213364601135,0.008743462152779102,0.9285714626312256,0.008176757022738457,0.8924275636672974,0.9248666763305664,0.009046625345945358,0.8376237750053406,0.9055029153823853,0.9545454382896424,0.8804824352264404,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9065935611724854,0.9248666763305664,0.9791666865348816,0.7833333015441895,0.8666666746139526,0.9285714626312256,0.8666666746139526,1.0,0.9065935611724854,0.699999988079071,1.0
smart_init_box_adapter_bert_ms,0,kha4g0rv,0.9666666388511658,51,0.25,0.9041404128074646,0.819227397441864,0.01009046658873558,0.8524765968322754,0.8924922347068787,0.8885387182235718,0.9666666984558104,0.01,0.8524765968322754,0.8924922347068787,0.915534257888794,0.8787878155708313,0.8055555820465088,0.8333333730697632,0.819227397441864,0.8333333134651184,0.8811403512954712,0.880050539970398,0.01009046658873558,0.9666666984558104,0.8474575877189636,0.915534257888794,0.9666666388511658,0.8560550212860107,0.009343024343252182,0.8787878155708313,0.008698677644133568,0.8885387182235718,0.9241707921028136,0.01009046658873558,0.8950617909431458,0.9041404128074646,0.9545454382896424,0.8811403512954712,0.01009046658873558,0.807692289352417,0.9666666984558104,0.907057523727417,0.9241707921028136,0.8620689511299133,0.8333333134651184,0.9666666984558104,0.8787878155708313,0.9666666388511658,0.8055555820465088,0.907057523727417,0.699999988079071,0.8055555820465088
no_init_kenn_horizontal_adapter_bert_ms,2,1sjerriw,1.0,24,0.375,0.9115555286407472,0.864309549331665,0.010438413359224796,0.8817169666290283,0.9055187702178956,0.8998399972915649,1.0,0.6900000000000001,0.8817169666290283,0.9055187702178956,0.9204928278923036,0.8108108043670654,0.6818181872367859,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.8409091234207153,0.010438413359224796,1.0,0.8702290058135986,0.9204928278923036,1.0,0.8921319842338562,0.010170761495828629,0.8108108043670654,0.009916492737829683,0.8998399972915649,0.9262932538986206,0.010438413359224796,0.9743589162826538,0.9115555286407472,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9262932538986206,0.8028169274330139,0.949999988079071,1.0,0.8108108043670654,1.0,0.6818181872367859,0.9147645235061646,0.8999999761581421,0.6818181872367859
no_init_kenn_horizontal_adapter_bert_ms,1,2g66jaj3,0.7666666507720947,28,0.375,0.9142665863037108,0.8596428632736206,0.008002784103155136,0.8823094367980957,0.9060736894607544,0.9062036275863647,0.7666667699813843,0.97,0.8823094367980957,0.9060736894607544,0.92090505361557,0.8679245114326477,1.0,0.8333333730697632,0.8596428632736206,0.8333333134651184,0.8980262875556946,1.0,0.008002784103155136,0.7666667699813843,0.9090909361839294,0.92090505361557,0.7666666507720947,0.9090909361839294,0.009033242240548134,0.8679245114326477,0.008698677644133568,0.9062036275863647,0.9283229112625122,0.008002784103155136,0.8653846979141235,0.9142665863037108,1.0,0.8980262875556946,0.009394572116434574,0.9473683834075928,0.9000000357627869,0.913604736328125,0.9283229112625122,1.0,0.8333333134651184,0.7666667103767395,0.8679245114326477,0.7666666507720947,1.0,0.913604736328125,0.8999999761581421,1.0
